Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S23758419,Stone Curlew,Burhinus oedicnemus,3740,X,FR-U,,Crau--Négreiron,43.5342318,4.8132715,06-03-2015,05:47 AM,eBird - Traveling Count,70,1,5,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S23750990,Stone Curlew,Burhinus oedicnemus,3740,1,FR-U,,"France13, Camargue--Mas d'Agon",43.5937573,4.543705,06-02-2015,06:56 AM,eBird - Traveling Count,125,1,10,,3,,"<img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/06/20150602-DSC_0102.jpg"" /><img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/06/20150602-DSC_0085.jpg"" />",Submitted from  BirdLog Euro for Android v1.9.6
S23738097,Stone Curlew,Burhinus oedicnemus,3740,2,FR-U,,La Brune d'Arles,43.5286,4.8965,06-01-2015,06:48 PM,eBird - Traveling Count,80,1,10,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S23771346,Black-winged Stilt,Himantopus himantopus,3769,5,FR-U,,Beauchamp,43.6683062,4.6537828,06-04-2015,10:06 AM,eBird - Traveling Count,70,1,3,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S19746667,Black-winged Stilt,Himantopus himantopus,3769,X,IT-45,,Delta del Po--Oasi di Canneviè e Porticino,44.8065692,12.2526827,09-05-2014,03:00 PM,eBird - Traveling Count,120,1,4,,2,,"<img src=""https://lh6.googleusercontent.com/-dtitnzFtRME/VAsrWJHd39I/AAAAAAAAFIs/sojFXjgjzIw/w1092-h725-no/DSC_0346.JPG"" />",Very nice small reserve with a lot of birdhide
S23750990,Black-winged Stilt,Himantopus himantopus,3769,X,FR-U,,"France13, Camargue--Mas d'Agon",43.5937573,4.543705,06-02-2015,06:56 AM,eBird - Traveling Count,125,1,10,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S23797523,Black-winged Stilt,Himantopus himantopus,3769,X,FR-U,,"France13, Camargue--Mas d'Agon",43.5937573,4.543705,06-04-2015,06:30 PM,eBird - Stationary Count,60,1,,,3
S22749473,Black-winged Stilt,Himantopus himantopus,3769,2,FR-U,,"France13, PNR / RNN de Camargue (RNN22)",43.5356072,4.5387268,08-10-2011,,Historical,0,0,,,3,,"<img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/04/DSC_0169-2.jpg"" />  <img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/04/DSC_0176-2.jpg"" />",Road Trip dans le sud de la France
S19746525,Black-winged Stilt,Himantopus himantopus,3769,X,IT-45,,In front of the Riserva Statale Bosco della Mesola,44.8163219,12.2557533,09-05-2014,08:00 AM,eBird - Traveling Count,240,1,15,,2,,,"Riserva del Bosco was not open on the day we went, so we travelled around and found this nice little lake full of nice bird"
S23771360,Black-winged Stilt,Himantopus himantopus,3769,2,FR-U,,Vallée des Baux,43.6843842,4.7740746,06-04-2015,11:40 AM,eBird - Traveling Count,91,1,5,,2,,min,Submitted from  BirdLog Euro for Android v1.9.6
S22819041,Black-winged Stilt,Himantopus himantopus,3769,1,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,04-12-2015,05:29 PM,eBird - Stationary Count,45,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S22843969,Black-winged Stilt,Himantopus himantopus,3769,1,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,04-13-2015,05:44 PM,eBird - Traveling Count,105,1,1,,1,,still here. very beautifull male with the the top of his head and the back of the neck black,Submitted from  BirdLog Euro for Android v1.9.6
S23752355,Pied Avocet,Recurvirostra avosetta,3779,3,FR-U,,Camargue--Beauduc,43.4009006,4.5962763,06-02-2015,03:59 PM,eBird - Traveling Count,117,1,15,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S19746667,Pied Avocet,Recurvirostra avosetta,3779,X,IT-45,,Delta del Po--Oasi di Canneviè e Porticino,44.8065692,12.2526827,09-05-2014,03:00 PM,eBird - Traveling Count,120,1,4,,2,,,Very nice small reserve with a lot of birdhide
S19330490,Pied Avocet,Recurvirostra avosetta,3779,X,SE-I,,Gotland,57.4667183,18.4735107,05-17-2013,12:00 AM,eBird - Traveling Count,1440,1,200,,2,,,Avec Aurélie tour de l'ile avec une voiture loué
S23159477,Pied Avocet,Recurvirostra avosetta,3779,4,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,05-01-2015,05:28 PM,eBird - Stationary Count,28,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S18544905,American Avocet,Recurvirostra americana,3782,47,CA-SK,Saskatoon,south east saskatoon,51.9425718,-106.3833618,05-24-2014,06:30 AM,eBird - Traveling Count,480,1,320,,2,,,part of the saskatoon nature societe bird count (group SE2B) http://www.saskatoonnaturesociety.sk.ca/fieldnotes/birdcount-may2014-short.pdf
S19305308,Eurasian Oystercatcher,Haematopus ostralegus,3785,X,GB-WLS,Ceredigion,Dyfi Estuary,52.5460173,-3.9811363,07-31-2014,04:00 PM,eBird - Traveling Count,90,1,1,,2
S19305455,Eurasian Oystercatcher,Haematopus ostralegus,3785,X,GB-WLS,Conwy,Conwy RSPB Reserve,53.2791271,-3.8040794,08-01-2014,09:00 AM,eBird - Traveling Count,90,1,1,,2
S19305250,Eurasian Oystercatcher,Haematopus ostralegus,3785,X,GB-WLS,Gwynedd,"Tonfanau, Aber Dysynni estuary",52.6114393,-4.1272545,07-31-2014,06:00 AM,eBird - Traveling Count,180,1,5,,2,,,"Avec David, Benoit et Ameline. on the birdtrip !!!"
S19304651,Eurasian Oystercatcher,Haematopus ostralegus,3785,X,GB-ENG,Hampshire,Farlington Marshes LNR,50.8338007,-1.0290456,02-02-2014,02:00 PM,eBird - Traveling Count,180,1,3,,3
S23752348,Eurasian Oystercatcher,Haematopus ostralegus,3785,3,FR-U,,Camargue--Digue à la Mer,43.4540872,4.5836645,06-02-2015,11:50 AM,eBird - Traveling Count,209,1,8,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S19330490,Eurasian Oystercatcher,Haematopus ostralegus,3785,X,SE-I,,Gotland,57.4667183,18.4735107,05-17-2013,12:00 AM,eBird - Traveling Count,1440,1,200,,2,,,Avec Aurélie tour de l'ile avec une voiture loué
S22052199,Eurasian Oystercatcher,Haematopus ostralegus,3785,7,IS-1,,Seltjarnarnes--Búðatjörn,64.1499484,-22.0272127,02-19-2015,04:30 PM,eBird - Traveling Count,45,1,1,,2,,"<img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/03/DSC_0585.jpg"" />",Submitted from  BirdLog Euro for Android v1.9.6
S23159477,Eurasian Oystercatcher,Haematopus ostralegus,3785,1,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,05-01-2015,05:28 PM,eBird - Stationary Count,28,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S19304651,Grey Plover,Pluvialis squatarola,3805.1,X,GB-ENG,Hampshire,Farlington Marshes LNR,50.8338007,-1.0290456,02-02-2014,02:00 PM,eBird - Traveling Count,180,1,3,,3
S24640127,Grey Plover,Pluvialis squatarola,3805.1,1,CH-VD,,Petit-Port,46.5171333,6.5777689,08-16-2015,08:30 AM,eBird - Stationary Count,23,1,,,2,,"present since a few day here. Has an outgrowth a the leg   <a href=""http://www.ornitho.ch/index.php?m_id&#61;54&mid&#61;343906"">http://www.ornitho.ch/index.php?m_id&#61;54&mid&#61;343906</a>  not seens the day after  <img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/08/DSC_0014.jpg"" />  <img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/08/DSC_0007.jpg"" />",Submitted from  BirdLog Euro for Android v1.9.6
S19746232,Grey Plover,Pluvialis squatarola,3805.1,X,IT-36,,Riserva Naturale della Valle Cavanata,45.7182856,13.4744847,09-02-2014,10:00 AM,eBird - Traveling Count,180,1,2,,2
S24574893,Grey Plover,Pluvialis squatarola,3805.1,3,FR-U,,Étangs de Villepey--Observatoire de la Vasière,43.396882,6.7258537,08-11-2015,06:54 AM,eBird - Traveling Count,64,1,1,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S19305455,Northern Lapwing,Vanellus vanellus,3807,X,GB-WLS,Conwy,Conwy RSPB Reserve,53.2791271,-3.8040794,08-01-2014,09:00 AM,eBird - Traveling Count,90,1,1,,2
S20772645,Northern Lapwing,Vanellus vanellus,3807,X,GB-ENG,Derbyshire,Carsington Water,53.0587551,-1.6294098,12-10-2013,10:00 AM,eBird - Traveling Count,120,1,4,,4,,,visiting ben in Darby
S19304651,Northern Lapwing,Vanellus vanellus,3807,X,GB-ENG,Hampshire,Farlington Marshes LNR,50.8338007,-1.0290456,02-02-2014,02:00 PM,eBird - Traveling Count,180,1,3,,3
S19304800,Northern Lapwing,Vanellus vanellus,3807,X,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,03-16-2014,02:00 PM,eBird - Traveling Count,180,1,3,,2
S19938930,Northern Lapwing,Vanellus vanellus,3807,X,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,09-25-2014,11:00 AM,eBird - Traveling Count,180,1,3,,1
S22614400,Northern Lapwing,Vanellus vanellus,3807,15,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,03-31-2015,11:00 AM,eBird - Traveling Count,120,1,1.2,,2,,,"- <b>Weather:</b> 10°C, moderate to strong wind, sunny, no rain.  - <b>Effort:</b> Start counting all species, but impossible to have any good estimate, every location reveal new individu which might or might not be already count.  - <b>Location:</b> North (green) and South (blue) path. <a href=""http://www.wwt.org.uk/uploads/documents/1337783704_WWTLondonMAPnew.pdf"">View WWT London map.</a>  <img src=""http://api.tiles.mapbox.com/v4/rafnuss.lhm42ih3/-0.232466,51.478827,15/600x300.png?access_token&#61;pk.eyJ1IjoicmFmbnVzcyIsImEiOiIzMVE1dnc0In0.3FNMKIlQ_afYktqki-6m0g"" alt=""Mapbox Map of -0.232466,51.478827"" />  <a href=""https://www.mapbox.com/about/maps/"">© Mapbox © OpenStreetMap</a>  - <b>Other species:</b> <a href=""http://www.wwt.org.uk/news/all-news/2015/03/wwt-london-sightings/wildlife-sightings-for-31st-march-2015/"">View WWT post of the day</a> (1 Peregrine, 2 Red-Creasted Pochard)"
S19305396,Northern Lapwing,Vanellus vanellus,3807,X,GB-ENG,West Midlands,Sandwell Valley RSPB Reserve,52.5314697,-1.9507599,07-31-2014,12:00 PM,eBird - Traveling Count,120,1,2,,2
S19304617,Northern Lapwing,Vanellus vanellus,3807,X,GB-ENG,West Sussex,WWT Arundel Wetland Centre,50.8626793,-.5493593,02-02-2014,08:00 AM,eBird - Traveling Count,240,1,2,,3
S19331380,Northern Lapwing,Vanellus vanellus,3807,X,FR-V,,Above Villars-les-Dombes,46.0905513,5.0866699,09-22-2013,08:00 AM,eBird - Traveling Count,240,1,20,,2,,,On ramenait la voiture de Pit en alsace. On s'est arreté avec David
S24277114,Northern Lapwing,Vanellus vanellus,3807,10,CH-VD,,Chavornay gravel pits,46.7199382,6.5661764,07-15-2015,06:36 PM,eBird - Traveling Count,136,1,3,,1,,min,Submitted from  BirdLog Euro for Android v1.9.6
S22659002,Northern Lapwing,Vanellus vanellus,3807,1,CH-BE,,Fanel Nature Reserve,46.9814821,7.0422792,04-03-2015,04:15 PM,eBird - Stationary Count,45,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S22802574,Northern Lapwing,Vanellus vanellus,3807,11,CH-AG,,Flachsee,47.3281194,8.3685243,04-11-2015,04:35 PM,eBird - Traveling Count,195,1,4.8,,2,,fighting with gulls,"- <b>Weather:</b> 19°C, sunny, warm... nice weather for a nice day !  - <b>Path:</b> Started at the souhtern path and walk north on the western side of the river"
S19746102,Northern Lapwing,Vanellus vanellus,3807,X,IT-36,,"Foce dell'Isonzo e Isola della Cona, Riserva Naturale",45.7554093,13.4990644,09-01-2014,12:00 PM,eBird - Traveling Count,240,1,4,,2
S23797523,Northern Lapwing,Vanellus vanellus,3807,X,FR-U,,"France13, Camargue--Mas d'Agon",43.5937573,4.543705,06-04-2015,06:30 PM,eBird - Stationary Count,60,1,,,3
S19330490,Northern Lapwing,Vanellus vanellus,3807,X,SE-I,,Gotland,57.4667183,18.4735107,05-17-2013,12:00 AM,eBird - Traveling Count,1440,1,200,,2,,,Avec Aurélie tour de l'ile avec une voiture loué
S23496623,Northern Lapwing,Vanellus vanellus,3807,5,FR-D,,La Mare Tétard--centre gravière GSM,46.98906,5.11462,05-17-2015,08:14 PM,eBird - Stationary Count,30,1,,,1,,approx,Submitted from  BirdLog Euro for Android v1.9.6
S24324927,Northern Lapwing,Vanellus vanellus,3807,1,CH-VD,,Les Grangettes Nature Reserve,46.3947791,6.9187689,07-16-2015,08:56 AM,eBird - Traveling Count,261,1,8,,1,,flying with a unidentified wader,Submitted from  BirdLog Euro for Android v1.9.6
S19746311,Northern Lapwing,Vanellus vanellus,3807,X,IT-36,,Riserva Naturale della Valle Canal Novo,45.7618152,13.1570891,09-03-2014,09:00 AM,eBird - Traveling Count,120,1,3,,2
S19746232,Northern Lapwing,Vanellus vanellus,3807,X,IT-36,,Riserva Naturale della Valle Cavanata,45.7182856,13.4744847,09-02-2014,10:00 AM,eBird - Traveling Count,180,1,2,,2
S24708479,Northern Lapwing,Vanellus vanellus,3807,8,CH-VS,,"Vouvry, Route des Barges 20",46.33721,6.90828,08-21-2015,05:54 PM,eBird - Stationary Count,5,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S22771198,Spur-winged Lapwing,Vanellus spinosus,3810,2,KE-300,,Tsavo East NP--Ngutuni Safari Lodge and Wildlife Sanctuary,-3.4154145,38.6498809,08-16-2012,,Historical,0,0,,,,,"<img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/04/Spur-Winged_Lapwing-1024x576.jpg"" />"
S22771198,Black-headed Lapwing,Vanellus tectus,3813,X,KE-300,,Tsavo East NP--Ngutuni Safari Lodge and Wildlife Sanctuary,-3.4154145,38.6498809,08-16-2012,,Historical,0,0,,,,,"<img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/04/Black_Headed_Lapwing-1024x576.jpg"" />"
S22771198,Crowned Lapwing,Vanellus coronatus,3820,X,KE-300,,Tsavo East NP--Ngutuni Safari Lodge and Wildlife Sanctuary,-3.4154145,38.6498809,08-16-2012,,Historical,0,0,,,,,"<img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/04/Crowned_Lapwing-Copie-Copier.jpg"" />"
S23752355,Kentish Plover,Charadrius alexandrinus,3883,15,FR-U,,Camargue--Beauduc,43.4009006,4.5962763,06-02-2015,03:59 PM,eBird - Traveling Count,117,1,15,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S23752348,Kentish Plover,Charadrius alexandrinus,3883,5,FR-U,,Camargue--Digue à la Mer,43.4540872,4.5836645,06-02-2015,11:50 AM,eBird - Traveling Count,209,1,8,,3,,"<img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/06/20150602-DSC_0332.jpg"" />",Submitted from  BirdLog Euro for Android v1.9.6
S19305250,Common Ringed Plover,Charadrius hiaticula,3896,X,GB-WLS,Gwynedd,"Tonfanau, Aber Dysynni estuary",52.6114393,-4.1272545,07-31-2014,06:00 AM,eBird - Traveling Count,180,1,5,,2,,,"Avec David, Benoit et Ameline. on the birdtrip !!!"
S19331202,Common Ringed Plover,Charadrius hiaticula,3896,X,GB-ENG,Kent,Dungeness RSPB Reserve,50.9309436,.9394598,07-23-2014,09:00 AM,eBird - Stationary Count,120,1,,,1
S23752355,Common Ringed Plover,Charadrius hiaticula,3896,15,FR-U,,Camargue--Beauduc,43.4009006,4.5962763,06-02-2015,03:59 PM,eBird - Traveling Count,117,1,15,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S19746525,Common Ringed Plover,Charadrius hiaticula,3896,X,IT-45,,In front of the Riserva Statale Bosco della Mesola,44.8163219,12.2557533,09-05-2014,08:00 AM,eBird - Traveling Count,240,1,15,,2,,,"Riserva del Bosco was not open on the day we went, so we travelled around and found this nice little lake full of nice bird"
S22872449,Common Ringed Plover,Charadrius hiaticula,3896,1,AT-9,,Untere Neue Donau,48.19928,16.45417,04-15-2015,09:21 AM,eBird - Traveling Count,110,1,6.2,,1,,fly away when I arrived. Saw the white line on wings,Submitted from  BirdLog Euro for Android v1.9.6
S19990653,Common Ringed Plover,Charadrius hiaticula,3896,X,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,09-30-2014,05:00 PM,eBird - Traveling Count,60,1,2,,2
S22740422,Common Ringed Plover,Charadrius hiaticula,3896,1,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,04-07-2015,06:35 PM,eBird - Stationary Count,60,1,,,2,,,"- <b>Weather:</b> 5°C, super sunny ! But cold end of day.   - <b>Path:</b> Only Ile au Oiseaux : 3: East side of the Island, 4: West side of the Island  <img src=""http://api.tiles.mapbox.com/v4/rafnuss.lhm06cf3/6.539090,46.507565,16/600x300.png?access_token&#61;pk.eyJ1IjoicmFmbnVzcyIsImEiOiIzMVE1dnc0In0.3FNMKIlQ_afYktqki-6m0g"" alt=""Mapbox Map of 6.539090, 46.507565"" />  <a href=""https://www.mapbox.com/about/maps/"">© Mapbox © OpenStreetMap</a>  Submitted from  BirdLog Euro for Android v1.9.6"
S24641129,Common Ringed Plover,Charadrius hiaticula,3896,1,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,08-16-2015,12:45 PM,eBird - Traveling Count,65,1,1,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24653802,Common Ringed Plover,Charadrius hiaticula,3896,1,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,08-17-2015,01:00 PM,eBird - Stationary Count,20,1,,,1
S18544905,Semipalmated Plover,Charadrius semipalmatus,3899,1,CA-SK,Saskatoon,south east saskatoon,51.9425718,-106.3833618,05-24-2014,06:30 AM,eBird - Traveling Count,480,1,320,,2,,,part of the saskatoon nature societe bird count (group SE2B) http://www.saskatoonnaturesociety.sk.ca/fieldnotes/birdcount-may2014-short.pdf
S18544905,Piping Plover,Charadrius melodus,3901,2,CA-SK,Saskatoon,south east saskatoon,51.9425718,-106.3833618,05-24-2014,06:30 AM,eBird - Traveling Count,480,1,320,,2,,,part of the saskatoon nature societe bird count (group SE2B) http://www.saskatoonnaturesociety.sk.ca/fieldnotes/birdcount-may2014-short.pdf
S24343535,Little Ringed Plover,Charadrius dubius,3903,6,FR-H,,Embouchure du Liamone,42.0779351,8.7202048,07-22-2015,06:51 AM,eBird - Stationary Count,48,1,,,2,,on the beach,Submitted from  BirdLog Euro for Android v1.9.6
S24440193,Little Ringed Plover,Charadrius dubius,3903,4,FR-H,,Embouchure du Liamone,42.0779351,8.7202048,07-30-2015,06:49 PM,eBird - Casual Observation,0,1,,,4,,at the beach,"Took the canoe (1h). See many specie on the morning (harrier, sparrowhawk, plover,...) and the heron on the evening late.  Submitted from  BirdLog Euro for Android v1.9.6"
S24722552,Little Ringed Plover,Charadrius dubius,3903,1,FR-I,,"Etangs Grosjean, des Euchattes, Chauvey, Tape-Cul",47.5330234,7.0352626,08-22-2015,06:02 PM,eBird - Stationary Count,61,1,,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S22802574,Little Ringed Plover,Charadrius dubius,3903,2,CH-AG,,Flachsee,47.3281194,8.3685243,04-11-2015,04:35 PM,eBird - Traveling Count,195,1,4.8,,2,,,"- <b>Weather:</b> 19°C, sunny, warm... nice weather for a nice day !  - <b>Path:</b> Started at the souhtern path and walk north on the western side of the river"
S23980472,Little Ringed Plover,Charadrius dubius,3903,1,FR-A,,Judenmatten,47.78035,7.16164,06-20-2015,10:40 AM,eBird - Traveling Count,45,1,10,,2,ON {0}--Occupied Nest,,Submitted from  BirdLog Euro for Android v1.9.6
S23496623,Little Ringed Plover,Charadrius dubius,3903,2,FR-D,,La Mare Tétard--centre gravière GSM,46.98906,5.11462,05-17-2015,08:14 PM,eBird - Stationary Count,30,1,,,1,,"<img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/05/DSC_0008-2.jpg"" />",Submitted from  BirdLog Euro for Android v1.9.6
S22724167,Little Ringed Plover,Charadrius dubius,3903,2,CH-VD,,Les Grangettes Nature Reserve,46.3947791,6.9187689,04-06-2015,11:05 AM,eBird - Traveling Count,300,1,5,,3,,at location (2). record up to 7 on this date and location.,"- <b>Weather:</b> really nice sunny weather, not a cloud. around 15°C  - <b>Path:</b> See map below for the path. Point 1 is at the tour. Point 2 is ""Chez Bonnet"" and point 3 is the embouchure.  <img src=""http://api.tiles.mapbox.com/v4/rafnuss.lhm06cf3/6.903457,46.394086,14/600x300.png?access_token&#61;pk.eyJ1IjoicmFmbnVzcyIsImEiOiIzMVE1dnc0In0.3FNMKIlQ_afYktqki-6m0g"" alt=""Mapbox Map of 6.903457,46.394086"" />  <a href=""https://www.mapbox.com/about/maps/"">© Mapbox © OpenStreetMap</a>  - <b>Other species: </b>Species recorded on <a href=""http://www.ornitho.ch/index.php?m_id&#61;5&sp_DChoice&#61;offset&sp_DOffset&#61;5&sp_SChoice&#61;all&sp_PChoice&#61;coord&sp_CoordCH%5BN%5D&#61;140000&sp_CoordCH%5BW%5D&#61;555000&sp_CoordCH%5BS%5D&#61;137000&sp_CoordCH%5BE%5D&#61;561000&sp_FChoice&#61;list&showback&#61;stor""> ornitho.ch</a> at this location include horned grebe (4), black necked grebe (1), marsh harrier (1), water rail (1), ruff (1), spotted redshank (2), common house-martin and water pipit.  - <b>private note: </b>with Aurélie when Noémie left"
S22644012,Little Ringed Plover,Charadrius dubius,3903,2,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,04-02-2015,06:33 PM,eBird - Traveling Count,90,1,1.4,,1,,"West side on the sand  <img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/04/DSC_0131.jpg"" />  <img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/04/IMG_20150402_192154.jpg"" />  <img src=""http://zoziologie.raphaelnussbaumer.com/wp-content/uploads/2015/04/IMG_20150402_192153.jpg"" />","- <b>Weather:</b> 8°C, light rain, cloudy  - <b>Path:</b> From le Laviau up to l'île. (and not ïle)   - <b>Effort:</b> Quickly into the forest and spend more time at the island. Lot of siging  - <b>Map</b> 1: Embouchure de la Venoge, 2: East side of the Island, 3: West side of the Island and 4: Forest  <img src=""http://api.tiles.mapbox.com/v4/rafnuss.lhm06cf3/6.539090,46.507565,16/600x300.png?access_token&#61;pk.eyJ1IjoicmFmbnVzcyIsImEiOiIzMVE1dnc0In0.3FNMKIlQ_afYktqki-6m0g"" alt=""Mapbox Map of 6.539090, 46.507565"" />  <a href=""https://www.mapbox.com/about/maps/"">© Mapbox © OpenStreetMap</a>  Submitted from  BirdLog Euro for Android v1.9.6"
S22740422,Little Ringed Plover,Charadrius dubius,3903,3,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,04-07-2015,06:35 PM,eBird - Stationary Count,60,1,,,2,,min,"- <b>Weather:</b> 5°C, super sunny ! But cold end of day.   - <b>Path:</b> Only Ile au Oiseaux : 3: East side of the Island, 4: West side of the Island  <img src=""http://api.tiles.mapbox.com/v4/rafnuss.lhm06cf3/6.539090,46.507565,16/600x300.png?access_token&#61;pk.eyJ1IjoicmFmbnVzcyIsImEiOiIzMVE1dnc0In0.3FNMKIlQ_afYktqki-6m0g"" alt=""Mapbox Map of 6.539090, 46.507565"" />  <a href=""https://www.mapbox.com/about/maps/"">© Mapbox © OpenStreetMap</a>  Submitted from  BirdLog Euro for Android v1.9.6"
S22819041,Little Ringed Plover,Charadrius dubius,3903,2,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,04-12-2015,05:29 PM,eBird - Stationary Count,45,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S23862501,Little Ringed Plover,Charadrius dubius,3903,1,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,06-06-2015,05:52 PM,eBird - Stationary Count,40,1,,,7,,,Submitted from  BirdLog Euro for Android v1.9.6
S18722021,Killdeer,Charadrius vociferus,3921,2,CA-SK,Saskatoon,East of Saskatoon,52.1165993,-106.5565681,06-07-2014,05:00 PM,eBird - Casual Observation,0,0,,,1,,,running
S18544905,Killdeer,Charadrius vociferus,3921,19,CA-SK,Saskatoon,south east saskatoon,51.9425718,-106.3833618,05-24-2014,06:30 AM,eBird - Traveling Count,480,1,320,,2,,,part of the saskatoon nature societe bird count (group SE2B) http://www.saskatoonnaturesociety.sk.ca/fieldnotes/birdcount-may2014-short.pdf
S22544047,Killdeer,Charadrius vociferus,3921,2,CA-ON,Waterloo,Camping site,43.4864001,-80.5896521,03-27-2015,12:45 PM,eBird - Stationary Count,10,1,,,2
S22544206,Killdeer,Charadrius vociferus,3921,1,CA-ON,Waterloo,Waterloo--Laurel Creek CA (tower area),43.4782513,-80.5822543,03-27-2015,01:10 PM,eBird - Stationary Count,10,1,,,2,,,"- <b>Weather:</b> -5°C, very light snow occasionally  - <b>Spot:</b> From observation tower & side of the road   - <b>Effort:</b> Estimated as best as possible, difficult to see birds inside river or ditch."
S24731651,Eurasian Dotterel,Charadrius morinellus,3926,6,CH-FR,,Around Portalban,46.8960383,6.9591308,08-23-2015,04:07 PM,eBird - Stationary Count,20,1,,,3
S19305455,Common Sandpiper,Actitis hypoleucos,3961,X,GB-WLS,Conwy,Conwy RSPB Reserve,53.2791271,-3.8040794,08-01-2014,09:00 AM,eBird - Traveling Count,90,1,1,,2
S19305250,Common Sandpiper,Actitis hypoleucos,3961,X,GB-WLS,Gwynedd,"Tonfanau, Aber Dysynni estuary",52.6114393,-4.1272545,07-31-2014,06:00 AM,eBird - Traveling Count,180,1,5,,2,,,"Avec David, Benoit et Ameline. on the birdtrip !!!"
S19305396,Common Sandpiper,Actitis hypoleucos,3961,X,GB-ENG,West Midlands,Sandwell Valley RSPB Reserve,52.5314697,-1.9507599,07-31-2014,12:00 PM,eBird - Traveling Count,120,1,2,,2
S20974562,Common Sandpiper,Actitis hypoleucos,3961,3,CH-VD,,Chablais de Cudrefin,46.9749741,7.042923,12-20-2014,03:15 PM,eBird - Traveling Count,60,1,5,,3,,Trois individus sur les bancs de sable au bout de la digue gauche en fin de journée. Le blanc qui remonte entre l'aile et la poitrine bien visible sur les trois individus.,Avec Améline & Raphaël sur la route d'Alsace !
S21301862,Common Sandpiper,Actitis hypoleucos,3961,1,CH-VD,,Chablais de Cudrefin,46.9749741,7.042923,01-11-2015,01:00 PM,eBird - Traveling Count,60,1,2,,2
S24739557,Common Sandpiper,Actitis hypoleucos,3961,1,CH-VD,,Chavornay gravel pits,46.7199382,6.5661764,08-24-2015,09:11 AM,eBird - Stationary Count,127,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24640129,Common Sandpiper,Actitis hypoleucos,3961,1,CH-VD,,Débarcadère,46.5086718,6.5613377,08-16-2015,09:11 AM,eBird - Stationary Count,17,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24696660,Common Sandpiper,Actitis hypoleucos,3961,3,CH-VD,,Débarcadère,46.5086718,6.5613377,08-20-2015,06:50 PM,eBird - Stationary Count,9,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S23223407,Common Sandpiper,Actitis hypoleucos,3961,1,CH-VD,,Embouchure de la Chamberonne,46.5171333,6.5867543,05-04-2015,,eBird - Casual Observation,0,0,,,1
